CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
20-01-0185-46,20-024,CHIQUIMULA,CHIQUIMULA,"COLEGIO CIENTIFICO EN INFORMATICA, ELECTRONICA Y TELECOMUNICACIONES ADY",3A. CALLE 8-41 ZONA 1,50949178,SILVIA MARILENA BUEZO MARTINEZ,GLADYS HAYDEE SOLARES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0194-46,20-027,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMATICA HIGA,1RA. CALLE 5-61 ZONA 2,44043628,SILVIA MARILENA BUEZO MARTINEZ,KOKMAN ANGEL CHANG BARELA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0197-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMATICA HIGA,1RA. CALLE 5-61 ZONA 2,30631989,KAREN SUCETH GUERRA CALDERÓN,MIGUEL ANGEL MAYORGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0198-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,3RA. AVENIDA 4-49 ZONA 1,54706013,MERY ELISABET CALDERÓN CASTILLO,JAQUELINE EDITH SANTIAGO RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0204-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4A. AVENIDA 4-20 ZONA 1,79425959,MERY ELISABET CALDERÓN CASTILLO,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0205-46,20-01-1143,CHIQUIMULA,CHIQUIMULA,CENTRO EDUCATIVO INTEGRAL CASA DEL ALFARERO,14 AVENIDA 5-23 ZONA 7 COLONIA SHOROPIN,37590030,NINETH DEL ROSARIO MORALES SANCE DE REYES,KATHERINE JAZMIN GREGORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0207-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMÁTICA HIGA,1A. CALLE 5-61 ZONA 2,44043628,KAREN SUCETH GUERRA CALDERÓN,MIGUEL ANGEL MAYORGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0213-46,20-01-1142,CHIQUIMULA,CHIQUIMULA,LICEO ISRAELÍ,5A. CALLE 4-11 ZONA 1,79422500,CÉSAR ADALBERTO NOGUERA JÁCOME,GLADYS EUGENIA RODRÍGUEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0216-46,20-024,CHIQUIMULA,CHIQUIMULA,LICEO ISRAELÍ,5TA. CALLE 4-11 ZONA 1,79422500,SILVIA MARILENA BUEZO MARTINEZ,MÁRILYN TATIANA SALGUERO ROLDÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0217-46,20-024,CHIQUIMULA,CHIQUIMULA,"COLEGIO CIENTÍFICO EN INFORMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES ADY",3RA. CALLE 8-41 ZONA 1,79422774,SILVIA MARILENA BUEZO MARTINEZ,GLADYS HAYDEE SOLARES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0221-46,20-01-1145,CHIQUIMULA,CHIQUIMULA,ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE -ESDEO-,2DA. CALLE 4-40 ZONA 1,79420290,LUIS GUSTAVO SAGASTUME CONTRERAS,ERWIN LEONEL COLINDRES MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0223-46,20-024,CHIQUIMULA,CHIQUIMULA,"COLEGIO CIENTÍFICO EN INFORMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES ADY",3RA. CALLE 8-41 ZONA 1,59457725,SILVIA MARILENA BUEZO MARTINEZ,GLADYS HAYDEE SOLARES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0232-46,20-01-1147,CHIQUIMULA,CHIQUIMULA,COLEGIO BILINGÜE MI PEQUEÑO MUNDO (MY SMALL WORLD BILINGUAL SCHOOL),8VA. AVENIDA SUR FINAL 1-18 ZONA 4,79425429,VALESKA LILIAM ESPERANZA ARGUETA REYES,ANGÉLICA MARÍA MEJÍA MORATAYA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0235-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,3RA. AVENIDA 4-49 ZONA 1,54706013,MERY ELISABET CALDERÓN CASTILLO,JAQUELINE EDITH SANTIAGO RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0245-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,"LICEO TEC, TECNOLÓGICO, EXPERIMENTAL Y CIENTÍFICO","CALZADA HÉCTOR AUGUSTO ESPAÑA BRACAMONTE, LOTE # 25 ZONA 2",58123452,KAREN SUCETH GUERRA CALDERÓN,ROSA YESSENIA PACHECO DE FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0250-46,20-030,CHIQUIMULA,CHIQUIMULA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- GRUPO CEIBA,"2DA. AVENIDA Y 5TA. CALLE ESQUINA ZONA 1, LA PILONA BARRIO LA DEMOCRACIA",47978857,VILMA ESPERANZA LOPEZ INTERIANO,DÁMARIS FABIOLA GUTIÉRREZ RAMÍREZ DE FOLGAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0251-46,20-030,CHIQUIMULA,CHIQUIMULA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- COFIÑO STAHL,ALDEA EL DURAZNO,55543693,VILMA ESPERANZA LOPEZ INTERIANO,RHOBBIN ALEXANDER ESQUIVEL CÁCERES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0255-46,20-030,CHIQUIMULA,CHIQUIMULA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,6TA AVENIDA Y 4TA. CALLE ZONA 1,31712671,VILMA ESPERANZA LOPEZ INTERIANO,ERIKA JULISA OLIVA DUARTE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0256-46,20-030,CHIQUIMULA,CHIQUIMULA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,8VA. AVENIDA 6-60 ZONA 1,40104955,VILMA ESPERANZA LOPEZ INTERIANO,VILMA ESPERANZA LÓPEZ INTERIANO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,CHIQUIMULA
20-01-0257-46,20-030,CHIQUIMULA,CHIQUIMULA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,8VA. AVENIDA 6-60 ZONA 1,56170043,VILMA ESPERANZA LOPEZ INTERIANO,ANGEL OSIEL BORJA PASCUAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIQUIMULA
20-01-0309-46,20-01-1144,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO BENDICIÓN,"4 CALLE A 13-25, ZONA 1",41007884,CESAR HELAMAN GARCÍA LÓPEZ,AXEL YOVANY VILLELA MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0311-46,20-01-1148,CHIQUIMULA,CHIQUIMULA,COLEGIO EVANGÉLICO MIXTO ADONAI,8VA. AVENIDA 4-40 ZONA 1,79424111,SILVIA MARILENA BUEZO MARTÍNEZ,MERARI JASMÍN DE LEÓN CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0313-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,3RA. AVENIDA 4-49 ZONA 1,54706013,MERY ELISABET CALDERÓN CASTILLO,JAQUELINE EDITH SANTIAGO RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0315-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,79421528,MERY ELISABET CALDERÓN CASTILLO,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0317-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMÁTICA HIGA,1A. CALLE 5-62 ZONA 2,53947190,KAREN SUCETH GUERRA CALDERÓN,MIGUEL ANGEL MAYORGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0319-46,20-024,CHIQUIMULA,CHIQUIMULA,LICEO TECNOLÓGICO BILINGÜE CHIQUIMULTECO,6TA. CALLE 5-20 ZONA 1,79424334,SILVIA MARILENA BUEZO MARTINEZ,EDNA GRACIELA PINTO SAGASTUME,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0323-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,"LICEO TEC, TECNOLÓGICO, EXPERIMENTAL Y CIENTÍFICO",CALZADA HÉCTOR AUGUSTO ESPAÑA BRACAMONTE LOTE # 25 ZONA 2,58123452,KAREN SUCETH GUERRA CALDERÓN,ROSA YESSENIA PACHECO DE FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0324-46,20-01-1145,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO DIVINA MISERICORDIA,"6TA. CALLE PONIENTE ZONA 4, BARRIO EL MOLINO",32542105,LUIS GUSTAVO SAGASTUME CONTRERAS,FRANCISCA LINARES RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0325-46,20-024,CHIQUIMULA,CHIQUIMULA,LICEO TECNOLÓGICO BILINGÜE CHIQUIMULTECO,6A. CALLE 5-20 ZONA 1,79424323,SILVIA MARILENA BUEZO MARTINEZ,EDNA GRACIELA PINTO SAGASTUME,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0326-46,20-01-1142,CHIQUIMULA,CHIQUIMULA,ESCUELA NORMAL INTERCULTURAL,10 AVENIDA 3-71 ZONA 1,79427427,CÉSAR ADALBERTO NOGUERA JÁCOME,WENDY MARLENY ROQUE VARGAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0327-46,20-01-1149,CHIQUIMULA,CHIQUIMULA,INSTITUTO NORMAL PARA VARONES DE ORIENTE,6A. AVENIDA 4-10 ZONA 1,79420425,BYRON HORACIO SARCEÑO ZEPEDA,BALVINO CHACÓN PÉREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0379-46,20-01-1149,CHIQUIMULA,CHIQUIMULA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA MARAXCO,45496201,BYRON HORACIO SARCEÑO ZEPEDA,RAFAEL MANRIQUE CORDERO HERNÁNDEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0380-46,20-01-1149,CHIQUIMULA,CHIQUIMULA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA EL PALMAR,30091988,BYRON HORACIO SARCEÑO ZEPEDA,YOSELIN SARAHÍ SOLÓRZANO CORDERO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0465-46,20-027,CHIQUIMULA,CHIQUIMULA,INSTITUTO DE BACHILLERATO POR MADUREZ SUPERACIÓN,2A. CALLE 4-40 ZONA 1,79427446,SILVIA MARILENA BUEZO MARTINEZ,OSCAR LEONEL PAIZ DEL CID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0490-46,20-027,CHIQUIMULA,CHIQUIMULA,ESCUELA NORMAL PARA MAESTRAS DE PARVULOS DEL ORIENTE,4A CALLE 13-25 ZONA 1,79420373,SILVIA MARILENA BUEZO MARTINEZ,BERTA GLADYS BRENES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1037-46,20-027,CHIQUIMULA,CHIQUIMULA,COLEGIO INTERNACIONAL AMERICANO EN TURISMO,CALZADA HECTOR AUGUSTO ESPAÑA BRACAMONTE LOTE 25 ZONA 2,79426242,SILVIA MARILENA BUEZO MARTINEZ,BELSI NOEMÍ MORALES ALONZO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1308-46,20-024,CHIQUIMULA,CHIQUIMULA,COMPLEJO EDUCATIVO EXPERIMENTAL DE ORIENTE ATULAPA,KM. 172 CARRETERA A ESQUIPULAS,79420613,SILVIA MARILENA BUEZO MARTINEZ,,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1545-46,20-024,CHIQUIMULA,CHIQUIMULA,COLEGIO EVANGELICO MIXTO ADONAI,8A. AVENIDA 4-40 ZONA 1,24705632,SILVIA MARILENA BUEZO MARTINEZ,MARIELA ANAISABEL MONROY VILLELA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1613-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMATICA HIGA,1A. CALLE 5-61 ZONA 2,30631989,KAREN SUCETH GUERRA CALDERÓN,MIGUEL ANGEL MAYORGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1615-46,20-027,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMATICA HIGA,1A. CALLE 5-61 ZONA 2,44043628,SILVIA MARILENA BUEZO MARTINEZ,KOKMAN ANGEL CHANG BARELA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1661-46,,CHIQUIMULA,CHIQUIMULA,ESCUELA SECUNDARIA DE ORIENTE 'ESDEO',2A. CALLE 4-40 ZONA 1,79420290,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-01-1749-46,25-000,CHIQUIMULA,CHIQUIMULA,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),CHIQUIMULA,,SONIA HAYDEE REYES MONTERROSO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,CHIQUIMULA
20-01-1788-46,,CHIQUIMULA,CHIQUIMULA,INSTITUTO BASICO POR COOPERATIVA DE ENSEÑANZA CON ORIENTACION EN COMPUTACION,SUSHO ABAJO ZONA 7,,,,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-1846-46,20-01-1142,CHIQUIMULA,CHIQUIMULA,ESCUELA NORMAL INTERCULTURAL,10A. AVENIDA 3-71 ZONA 1,79427427,CÉSAR ADALBERTO NOGUERA JÁCOME,WENDY MARLENY ROQUE VARGAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-1848-46,,CHIQUIMULA,CHIQUIMULA,ESCUELA NORMAL INFANTIL INTERCULTURAL DE CHIQUIMULA,,,,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-1886-46,20-027,CHIQUIMULA,CHIQUIMULA,LICEO 'JUVENIL',"4A, CALLE 3-50 ZONA 1",79420062,SILVIA MARILENA BUEZO MARTINEZ,-,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-2089-46,20-01-1148,CHIQUIMULA,CHIQUIMULA,COLEGIO EVANGELICO MIXTO ADONAI,8A. AVENIDA 4-40 ZONA 1,79424111,SILVIA MARILENA BUEZO MARTÍNEZ,MERARI JASMÍN DE LEÓN CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-2341-46,20-024,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO BENDICION,4A. CALLE A 13-25 ZONA 1,41007884,SILVIA MARILENA BUEZO MARTINEZ,AXEL YOVANY VILLELA MONROY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-2349-46,20-027,CHIQUIMULA,CHIQUIMULA,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,4A. CALLE 9-30 ZONA 1,59352245-79438029,SILVIA MARILENA BUEZO MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-2351-46,20-027,CHIQUIMULA,CHIQUIMULA,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,4A. CALLE 9-30 ZONA 1,79438419,SILVIA MARILENA BUEZO MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-2352-46,20-027,CHIQUIMULA,CHIQUIMULA,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,4A. CALLE 9-30 ZONA 1,59352245-79438029,SILVIA MARILENA BUEZO MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-2353-46,20-027,CHIQUIMULA,CHIQUIMULA,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,4A. CALLE 9-30 ZONA 1,79438419,SILVIA MARILENA BUEZO MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-2367-46,20-024,CHIQUIMULA,CHIQUIMULA,COLEGIO ADVENTISTA AMANECER,4A. CALLE 9-81 ZONA 1,79423112,SILVIA MARILENA BUEZO MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-2378-46,20-027,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4A. AV. 4-20 ZONA 1 CHIQUIMULA,79425959,SILVIA MARILENA BUEZO MARTINEZ,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-02-0006-46,20-039,CHIQUIMULA,SAN JOSE LA ARADA,COLEGIO PRIVADO MIXTO JOSEFINO,BARRIO NUEVO,79437285,EDGAR ANIBAL MENENDEZ VELASQUEZ,HEBER MERARY ECHEVERRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-02-0010-46,20-02-1150,CHIQUIMULA,SAN JOSE LA ARADA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,COLONIA LAS BRISAS,51309580,EDGAR ANÍBAL MENÉNDEZ VELÁSQUEZ,LUDEK ABDEL ROSALES ESQUIVEL,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-02-0012-46,20-030,CHIQUIMULA,SAN JOSE LA ARADA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,ALDEA SASPÁN,42580713,VILMA ESPERANZA LOPEZ INTERIANO,KATHLEEN GUEYLIN SAGASTUME GUERRA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-02-2172-46,20-002,CHIQUIMULA,SAN JOSE LA ARADA,COLEGIO PRIVADO MIXTO JOSEFINO,BARRIO NUEVO SAN JOSE LA ARADA,79437285,JUAN ABEL MORAN SOSA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-03-0001-46,20-03-1151,CHIQUIMULA,SAN JUAN ERMITA,INSTITUTO DIVERSIFICADO MUNICIPAL DE SAN JUAN ERMITA,BARRIO SAN PEDRITO,51989697,GUSTAVO BORJA OSORIO,HENRY ARTURO JORDÁN GUERRA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-03-0035-46,20-030,CHIQUIMULA,SAN JUAN ERMITA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,ALDEA CHISPÁN JARAL,33874323,VILMA ESPERANZA LOPEZ INTERIANO,EDRAS JEREMÍAS GUERRA ALONZO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-03-0073-46,20-03-1151,CHIQUIMULA,SAN JUAN ERMITA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,BARRIO SAN PEDRITO,45831161,GUSTAVO BORJA OSORIO,FIDIAS ROBERTO MONROY LEMUS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-03-0075-46,20-03-1188,CHIQUIMULA,SAN JUAN ERMITA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA LOS ENCUENTROS,51692993,KARLA AZUCENA MÉNDEZ LÓPEZ DE RAMÍREZ,ENIO ADIL COBÓN JORDÁN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-03-0076-46,20-03-1152,CHIQUIMULA,SAN JUAN ERMITA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,BARRIO LA ESCUELA,46999895,BLANCA ROSA MORALES MARTÍNEZ DE GUTIÉRREZ,MIRNA LORENA LÓPEZ LATÍN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0001-46,20-043,CHIQUIMULA,JOCOTAN,COLEGIO PRIVADO MIXTO POR MADUREZ VISION 2008,BARRIO SAN SEBASTIAN,30147664,JULIO CESAR CAGUAY GUTIERRES,JORGE ALBERTO MONROY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-04-0065-46,20-04-1153,CHIQUIMULA,JOCOTAN,COLEGIO CENTRO CULTURAL CAMPO REAL,BARRIO SAN LORENZO,79465751,SERGIO ESTUARDO MEDINA GUDIEL,GLORIA ESTELA GUERRA GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0069-46,20-004,CHIQUIMULA,JOCOTAN,COLEGIO CENTRO CULTURAL CAMPO REAL,BARRIO SAN LORENZO,76465604,SERGIO ESTUARDO MEDINA GUDIEL,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
